# BEAST v1.8.3
# Generated Mon Apr 25 19:05:58 EDT 2016 [seed=1461625546558]
# -window -working -options
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
7223000	-13998.273984630618	-4.533572578386168	-13993.740412052231	12.981537175555934	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.560008590683753E-5	6.560008590683753E-5	-13993.740412052231	0.0	-6.269846306282016
7224000	-13996.583687288567	-3.88282300704817	-13992.700864281518	14.011203289543726	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4624420866572512E-5	2.4624420866572516E-5	-13992.700864281518	0.0	-6.124645500028922
7225000	-13998.691501166755	-4.709712345862629	-13993.981788820893	14.209285544347022	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.0111442145341555E-5	4.0111442145341555E-5	-13993.981788820893	0.0	-6.764642550903515
7226000	-13997.366755801819	-4.4118163798979255	-13992.954939421921	12.65001819682206	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.426298985184275E-5	6.426298985184275E-5	-13992.954939421921	0.0	-6.1371717294515955
7227000	-13997.21149165961	-6.016856853929615	-13991.194634805679	47.681580213926054	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	8.657111451022431E-6	8.657111451022431E-6	-13991.194634805679	0.0	-9.383395522875354
7228000	-13995.791649323237	-5.059012941172302	-13990.732636382065	30.87374307857654	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.957774647003132E-5	1.957774647003132E-5	-13990.732636382065	0.0	-7.8040630623973
7229000	-13996.768982091915	-5.550900678590552	-13991.218081413324	33.88242705973641	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.8500464074558146E-5	1.8500464074558146E-5	-13991.218081413324	0.0	-8.38025185061559
7230000	-13996.5675010044	-4.6954653414888305	-13991.872035662911	22.83442147048807	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.9326380936685024E-5	3.932638093668502E-5	-13991.872035662911	0.0	-6.9385937136727724
7231000	-13999.16879268506	-7.849684355937372	-13991.319108329124	58.40567148842139	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	9.340451772488685E-6	9.340451772488685E-6	-13991.319108329124	0.0	-11.296996114180946
7232000	-13996.387649676653	-4.481070445137766	-13991.906579231516	17.633471453572707	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.6001797622334137E-5	4.6001797622334137E-5	-13991.906579231516	0.0	-6.524958732650307
7233000	-13995.00146892939	-3.8998504541027366	-13991.101618475286	12.078858316078692	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.990717853318097E-5	3.990717853318097E-5	-13991.101618475286	0.0	-5.815620191231474
7234000	-13996.351857591679	-4.485618931970002	-13991.866238659708	18.571820812577087	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.634738251421353E-5	4.634738251421353E-5	-13991.866238659708	0.0	-6.5462524367444
7235000	-13996.152404087075	-4.865647391074365	-13991.286756696001	26.039750902565334	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.0024538664359915E-5	3.002453866435992E-5	-13991.286756696001	0.0	-7.3117951768911045
7236000	-13995.239848744479	-4.013512604300228	-13991.226336140178	8.45111168570488	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.976889042741512E-5	6.976889042741514E-5	-13991.226336140178	0.0	-5.474462498352688
7237000	-13996.37068999384	-4.27963396675572	-13992.091056027084	4.899520373493857	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.403780523095252E-4	1.4037805230952523E-4	-13992.091056027084	0.0	-5.121289784198941
7238000	-13996.302087375434	-4.234903431897586	-13992.067183943536	11.696373265534213	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.196831968080856E-5	7.196831968080856E-5	-13992.067183943536	0.0	-5.846324616352045
7239000	-13996.330479889639	-4.163968853229492	-13992.16651103641	5.457463957099466	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0519765937976584E-4	1.0519765937976585E-4	-13992.16651103641	0.0	-5.210942354538935
7240000	-13996.89680514483	-5.156070621040247	-13991.74073452379	35.281610679206175	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.079879357918294E-5	1.079879357918294E-5	-13991.74073452379	0.0	-8.265961018939123
7241000	-13996.460165000906	-5.001192026280141	-13991.458972974626	26.105563983111843	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.6876442111534504E-5	2.6876442111534504E-5	-13991.458972974626	0.0	-7.5132644166751925
7242000	-13998.234207044554	-5.542925998308288	-13992.691281046245	27.667607738889817	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.728473793577569E-5	2.728473793577569E-5	-13992.691281046245	0.0	-8.093902168165148
7243000	-13995.684066871236	-3.985328721167667	-13991.698738150068	7.5519234588321735	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.731394758306481E-5	6.731394758306481E-5	-13991.698738150068	0.0	-5.413200650020344
7244000	-13995.93343129688	-4.589488414190267	-13991.34394288269	27.36392987085687	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.5250155281680392E-5	1.525015528168039E-5	-13991.34394288269	0.0	-7.397536742697468
7245000	-13999.968941463845	-5.34924879431093	-13994.619692669534	18.888243292601828	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.243044869162671E-5	3.243044869162671E-5	-13994.619692669534	0.0	-7.663536345463465
7246000	-13996.374967880958	-4.6322085704733675	-13991.742759310484	21.54934380981289	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.972815323682029E-5	3.97281532368203E-5	-13991.742759310484	0.0	-6.843452724640291
7247000	-13997.379329238649	-5.039022424675998	-13992.340306813972	22.570567781171498	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.9162298561919965E-5	2.9162298561919965E-5	-13992.340306813972	0.0	-7.45533694661466
7248000	-13996.55334650945	-4.958359280512814	-13991.594987228938	27.58924407597125	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.1559340223342785E-5	3.155934022334279E-5	-13991.594987228938	0.0	-7.40527049104628
7249000	-13996.94494270563	-5.232582193420516	-13991.712360512209	27.638905800371912	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4719783856410697E-5	2.4719783856410697E-5	-13991.712360512209	0.0	-7.821022646617217
7250000	-13997.151089892935	-3.8131622868086783	-13993.337927606126	8.292364384431231	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.0947214968636234E-5	4.0947214968636234E-5	-13993.337927606126	0.0	-5.5443024647617065
7251000	-13995.3234572088	-4.773222182793838	-13990.550235026007	28.011405268934475	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.1701483842780082E-5	2.1701483842780082E-5	-13990.550235026007	0.0	-7.413982150043291
7252000	-13996.012997868365	-4.89319789777675	-13991.11979997059	26.311483282388075	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.631795694510449E-5	2.631795694510449E-5	-13991.11979997059	0.0	-7.414058916365544
7253000	-13997.334761560247	-5.137788825854165	-13992.196972734393	24.454581123499953	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.3323688570334767E-5	2.3323688570334767E-5	-13992.196972734393	0.0	-7.706724032208896
7254000	-13995.93657683846	-5.256060315273632	-13990.680516523185	33.85460234620128	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.0341212268843684E-5	2.0341212268843684E-5	-13990.680516523185	0.0	-8.024666470537042
7255000	-13997.7185137925	-5.319581765464513	-13992.398932027036	28.829479126514435	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.0577527836048526E-5	3.0577527836048526E-5	-13992.398932027036	0.0	-7.816388300968594
7256000	-13996.939716093286	-6.34961316044051	-13990.590102932845	48.30248241822914	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.3932466436175682E-5	1.3932466436175682E-5	-13990.590102932845	0.0	-9.485199721118889
7257000	-13996.827476942342	-4.684702963924323	-13992.142773978418	22.090618007099614	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.1959642330492326E-5	4.1959642330492326E-5	-13992.142773978418	0.0	-6.879771421822649
7258000	-14000.640156870853	-6.5118746365968825	-13994.128282234256	33.37128108966127	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.5405176691954706E-5	2.5405176691954706E-5	-13994.128282234256	0.0	-9.205622194568878
7259000	-13996.257534781465	-4.940578609363459	-13991.316956172102	26.823111652335438	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.882782313579636E-5	2.8827823135796364E-5	-13991.316956172102	0.0	-7.423281567860665
7260000	-14008.912616971178	-11.914111636098735	-13996.99850533508	96.31611300193214	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.4157503316745322E-5	1.4157503316745322E-5	-13996.99850533508	0.0	-15.39887519849281
7261000	-13997.351588920204	-4.542404048130341	-13992.809184872074	16.71344191253214	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.867180699911107E-5	2.867180699911107E-5	-13992.809184872074	0.0	-6.824957655630443
7262000	-13995.534931203903	-4.7000505061516735	-13990.834880697752	25.332273421182197	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.355501271037598E-5	2.3555012710375982E-5	-13990.834880697752	0.0	-7.254950856674893
7263000	-13996.986818708325	-4.266482055868546	-13992.720336652455	4.655556566283389	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.269569347661448E-4	1.269569347661448E-4	-13992.720336652455	0.0	-5.146256902939815
7264000	-13997.999977598445	-4.122100465382563	-13993.877877133064	21.99334416074441	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2202762088577107E-5	1.2202762088577106E-5	-13993.877877133064	0.0	-6.93762227794669
7265000	-13997.231434107694	-4.388354225154381	-13992.84307988254	3.9170946086881124	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.6496290114440597E-4	1.64962901144406E-4	-13992.84307988254	0.0	-5.046418347616908
7266000	-13997.171937557569	-5.560083568355678	-13991.611853989212	40.2393416641004	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	9.735372612185458E-6	9.735372612185456E-6	-13991.611853989212	0.0	-8.787754994534943
7267000	-13997.437590966778	-6.17159892974333	-13991.265992037035	46.85189385305897	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	9.209941628875248E-6	9.209941628875246E-6	-13991.265992037035	0.0	-9.50376017263854
7268000	-13997.123889053466	-5.215815902147387	-13991.908073151319	27.095481087781767	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.9694458703850597E-5	1.9694458703850597E-5	-13991.908073151319	0.0	-7.915184378855508
7269000	-13999.007523644974	-5.051034649987483	-13993.956488994987	23.614815581452223	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.473169014344979E-5	4.473169014344978E-5	-13993.956488994987	0.0	-7.258696103720802
7270000	-13998.006655734149	-6.289348162991471	-13991.717307571158	39.039331226432786	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.653287190533242E-5	1.6532871905332415E-5	-13991.717307571158	0.0	-9.254952493749872
7271000	-13996.271157973102	-4.547045032499842	-13991.724112940603	20.551513443087916	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.2601177023078265E-5	4.2601177023078265E-5	-13991.724112940603	0.0	-6.6970609338859015
7272000	-13997.689560389714	-4.4419264087095005	-13993.247633981004	25.03622184078504	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2052430918352898E-5	1.2052430918352898E-5	-13993.247633981004	0.0	-7.331872538162703
7273000	-13996.018984135422	-5.182757200477596	-13990.836226934945	32.403441582926305	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.732566488604667E-5	1.732566488604667E-5	-13990.836226934945	0.0	-8.015178875798137
7274000	-13995.924957890069	-4.986467853379561	-13990.93849003669	31.812621907401095	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.5078171607795313E-5	1.5078171607795313E-5	-13990.93849003669	0.0	-7.876348648635417
7275000	-13996.278267699692	-4.881729297530385	-13991.396538402161	24.698182590928607	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4985629197561805E-5	2.4985629197561805E-5	-13991.396538402161	0.0	-7.405122380524907
7276000	-13995.299607867228	-4.024828058872635	-13991.274779808355	8.636209455696667	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.91178184823609E-5	6.911781848236089E-5	-13991.274779808355	0.0	-5.502584398402169
7277000	-13995.43411173395	-4.083302213034125	-13991.350809520916	15.80840314003838	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.997688699690261E-5	2.9976886996902602E-5	-13991.350809520916	0.0	-6.284113673095845
7278000	-13996.12406088588	-3.7468715177768495	-13992.377189368104	10.690508490184119	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.324643955614668E-5	3.324643955614668E-5	-13992.377189368104	0.0	-5.6953440173376855
7279000	-13996.517494810132	-4.531292009066219	-13991.986202801067	18.146065603902773	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.454489469031599E-5	4.4544894690315993E-5	-13991.986202801067	0.0	-6.6073901328486775
7280000	-13995.602505789217	-4.352854042812272	-13991.249651746404	17.84234888450258	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.354694587157255E-5	3.3546945871572554E-5	-13991.249651746404	0.0	-6.561902363940583
7281000	-13995.287099373078	-4.384821089131863	-13990.902278283946	19.91250529227616	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.0723671892921377E-5	3.0723671892921377E-5	-13990.902278283946	0.0	-6.686374949715516
7282000	-13995.90404696249	-4.152406126237453	-13991.751640836254	8.317860975350587	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	8.971339288535618E-5	8.971339288535618E-5	-13991.751640836254	0.0	-5.482620188054472
7283000	-13996.091831838221	-4.185948087579113	-13991.905883750642	10.175091790460428	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.461264021806889E-5	7.46126402180689E-5	-13991.905883750642	0.0	-5.713233694300978
7284000	-13995.907520644076	-4.104120598283691	-13991.803400045792	5.258780580766596	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.001179268116899E-4	1.001179268116899E-4	-13991.803400045792	0.0	-5.147825243964649
7285000	-13995.101567006708	-3.9124753523303974	-13991.189091654378	13.845549680612411	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.2875795058037716E-5	3.287579505803771E-5	-13991.189091654378	0.0	-5.993541145025573
7286000	-13996.81029958333	-4.222456391543533	-13992.587843191786	9.80275909866834	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.273819085241617E-5	6.273819085241618E-5	-13992.587843191786	0.0	-5.838252709068086
7287000	-13996.517795593336	-4.129379624083535	-13992.388415969252	6.922398999643795	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	8.232972954287196E-5	8.232972954287196E-5	-13992.388415969252	0.0	-5.427108331682104
7288000	-13996.651048860034	-5.0331434472957035	-13991.617905412739	25.5104543886025	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4906221209639028E-5	2.4906221209639024E-5	-13991.617905412739	0.0	-7.578079594963348
7289000	-13995.473899885621	-4.832218988025878	-13990.641680897596	28.08179937372773	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4037844529801784E-5	2.4037844529801784E-5	-13990.641680897596	0.0	-7.423064920819077
7290000	-13995.900568220462	-4.131458833107366	-13991.769109387355	7.279116637779935	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	9.070109715978983E-5	9.070109715978984E-5	-13991.769109387355	0.0	-5.393042049066984
7291000	-13995.734239727293	-4.284101673184911	-13991.450138054108	15.107105272899165	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.753027765352196E-5	4.753027765352196E-5	-13991.450138054108	0.0	-6.233167239063327
7292000	-13997.052762587457	-4.491046633504897	-13992.561715953952	16.450653804142163	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.4325417405290886E-5	5.432541740529087E-5	-13992.561715953952	0.0	-6.41854714366315
7293000	-13998.560762317968	-4.384234090253047	-13994.176528227714	5.847856975159207	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.3045125336573485E-4	1.3045125336573487E-4	-13994.176528227714	0.0	-5.38398162167867
7294000	-13995.704885564614	-4.111842776950444	-13991.593042787663	9.018853642643158	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.480595083157768E-5	7.480595083157768E-5	-13991.593042787663	0.0	-5.57618718385569
7295000	-13995.766439591369	-5.047499651255726	-13990.718939940114	30.91141413545993	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.2935112185632515E-5	2.2935112185632515E-5	-13990.718939940114	0.0	-7.709875419526651
7296000	-13995.666386044926	-4.875110182174816	-13990.791275862752	27.934703296385024	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.5059818212668454E-5	2.5059818212668454E-5	-13990.791275862752	0.0	-7.444053220913429
7297000	-13996.98576839712	-4.59697141177402	-13992.388796985346	24.531041619531273	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.5087443609461805E-5	1.5087443609461803E-5	-13992.388796985346	0.0	-7.368844901842054
7298000	-13995.627831371812	-4.146467786172304	-13991.481363585639	14.20345817133516	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.764634800091225E-5	3.764634800091225E-5	-13991.481363585639	0.0	-6.185933952106277
7299000	-13996.704151299671	-5.027220023970357	-13991.6769312757	25.49439858477949	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.7927709844046514E-5	2.7927709844046514E-5	-13991.6769312757	0.0	-7.511378138952767
7300000	-13997.205405156657	-6.018969183788333	-13991.18643597287	42.367037380968185	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.8982329687754807E-5	1.8982329687754807E-5	-13991.18643597287	0.0	-8.935558149974558
7301000	-13996.535637046285	-4.868247677577925	-13991.667389368708	26.351978390679246	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.752209232821729E-5	1.752209232821729E-5	-13991.667389368708	0.0	-7.602228424796992
7302000	-13997.065509277667	-5.086464341774477	-13991.979044935892	35.849535199820494	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	9.856167146133443E-6	9.856167146133443E-6	-13991.979044935892	0.0	-8.247382791315815
7303000	-13995.553958680937	-4.029825120375145	-13991.524133560562	13.658391468464313	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.4830344537893255E-5	3.4830344537893255E-5	-13991.524133560562	0.0	-6.085142909964528
7304000	-13997.293407560406	-3.7893387934657534	-13993.50406876694	5.8052197474154195	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.385131443327221E-5	5.38513144332722E-5	-13993.50406876694	0.0	-5.189902263261137
7305000	-13998.316462479797	-6.065419570134453	-13992.251042909664	35.05090884818605	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.4005202158083715E-5	1.4005202158083715E-5	-13992.251042909664	0.0	-9.070187987556817
7306000	-13996.732330804645	-4.2206841625592935	-13992.511646642086	3.759254084246159	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.237870544487062E-4	1.237870544487062E-4	-13992.511646642086	0.0	-4.989324971724599
7307000	-13998.730700199769	-4.771851895905049	-13993.958848303864	15.168861125504108	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.560428777456111E-5	3.560428777456111E-5	-13993.958848303864	0.0	-6.919799851266338
7308000	-13996.13282028011	-5.056434655048846	-13991.076385625061	28.59214624408222	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.2474862580713754E-5	2.2474862580713754E-5	-13991.076385625061	0.0	-7.699691936228016
7309000	-13995.751117992135	-4.110560237553907	-13991.640557754581	16.368464683752578	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.7102299527212135E-5	2.7102299527212138E-5	-13991.640557754581	0.0	-6.382128788289842
7310000	-13996.403404226445	-4.374685399156205	-13992.028718827289	19.862457879999777	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.1220370252249118E-5	2.1220370252249118E-5	-13992.028718827289	0.0	-6.872127381401436
7311000	-13995.930932883004	-5.351072439418449	-13990.579860443586	35.73843542224752	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.716607167798283E-5	1.7166071677982832E-5	-13990.579860443586	0.0	-8.232368292917016
7312000	-13995.825637845537	-5.31997577320424	-13990.505662072334	35.989059082192114	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.6709482446207115E-5	1.670948244620711E-5	-13990.505662072334	0.0	-8.216853696969395
7313000	-13995.753948500722	-4.190765557817062	-13991.563182942904	17.212536626667756	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.690751573485183E-5	2.690751573485183E-5	-13991.563182942904	0.0	-6.492359483925295
7314000	-13996.138418972538	-4.827781691388134	-13991.310637281149	24.609539427138554	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.3971546498969784E-5	2.3971546498969787E-5	-13991.310637281149	0.0	-7.368863035030555
7315000	-13995.913964897652	-4.560769085153309	-13991.353195812499	20.344979094992404	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.4040547046620364E-5	3.4040547046620364E-5	-13991.353195812499	0.0	-6.827415928325202
7316000	-13995.596214396372	-4.427270013961428	-13991.16894438241	19.384481027033594	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.115458341478942E-5	3.115458341478942E-5	-13991.16894438241	0.0	-6.71365655384561
7317000	-13996.260397019345	-4.21020362497107	-13992.050193394374	11.682620309559846	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.792341398179263E-5	7.792341398179265E-5	-13992.050193394374	0.0	-5.773608419882789
7318000	-13996.809308979744	-4.69417112279104	-13992.115137856952	19.532037154562364	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.824261602275516E-5	3.824261602275516E-5	-13992.115137856952	0.0	-6.8915663713484525
7319000	-13998.590219454854	-4.523073251863835	-13994.067146202991	17.538057136753057	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.648054263910798E-5	6.648054263910799E-5	-13994.067146202991	0.0	-6.369218189945905
7320000	-13995.73792030353	-4.723935608850369	-13991.01398469468	28.00479780269875	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.689878553327291E-5	1.689878553327291E-5	-13991.01398469468	0.0	-7.493472215911928
7321000	-13995.196243508384	-4.153205740015219	-13991.04303776837	15.912019900574487	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.49095738977058E-5	3.49095738977058E-5	-13991.04303776837	0.0	-6.279764349496539
7322000	-13995.742389506688	-3.8284859589376055	-13991.91390354775	9.174949212619472	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.483243440389522E-5	4.4832434403895214E-5	-13991.91390354775	0.0	-5.552495593568377
7323000	-13999.175496388567	-4.45791134070452	-13994.717585047862	8.96618386177201	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.098735858778845E-5	7.098735858778847E-5	-13994.717585047862	0.0	-6.0011356942522625
7324000	-13995.181878358027	-4.356621246468175	-13990.825257111559	19.448404032907433	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.643360511763575E-5	3.6433605117635756E-5	-13990.825257111559	0.0	-6.555725771470692
7325000	-13998.43735013219	-4.879660347237162	-13993.557689784953	16.96509357927296	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.9373484658975805E-5	3.93734846589758E-5	-13993.557689784953	0.0	-7.021652564455787
7326000	-13996.39410281749	-4.623682343689572	-13991.7704204738	22.689063274218558	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.0313041685000504E-5	2.0313041685000507E-5	-13991.7704204738	0.0	-7.21024058127444
7327000	-13995.670492338348	-4.775822469296533	-13990.89466986905	25.79421239086207	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.6294807725637077E-5	2.629480772563708E-5	-13990.89466986905	0.0	-7.283638015430762
7328000	-13997.126891478025	-6.38848787558279	-13990.738403602441	47.3583147007885	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2528054991888655E-5	1.2528054991888651E-5	-13990.738403602441	0.0	-9.5722584673215
7329000	-13995.56987495749	-3.978087585425307	-13991.591787372065	12.074659659138273	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.9207996220309574E-5	3.9207996220309574E-5	-13991.591787372065	0.0	-5.9124853680491025
7330000	-13995.49241247765	-3.796781969300425	-13991.69563050835	10.454953324670477	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.901557837348301E-5	3.901557837348301E-5	-13991.69563050835	0.0	-5.651661223528485
7331000	-13995.780771761789	-4.308047765306164	-13991.472723996483	23.4578534137062	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.716263125371695E-5	1.716263125371695E-5	-13991.472723996483	0.0	-6.9789858493873576
7332000	-13997.513061122414	-4.128715573295116	-13993.384345549119	7.326662802893955	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.575962891454042E-5	6.575962891454042E-5	-13993.384345549119	0.0	-5.58491802469431
7333000	-13997.25080494618	-6.333089396384059	-13990.917715549795	47.15859802531187	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.6222826638616748E-5	1.622282663861675E-5	-13990.917715549795	0.0	-9.380700946573057
7334000	-13998.872948592047	-4.023267300441256	-13994.849681291606	12.797748732052625	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.2522171263344945E-5	2.2522171263344945E-5	-13994.849681291606	0.0	-6.292335453150505
7335000	-13995.919351353925	-4.169421366842879	-13991.749929987081	11.61690688330858	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.4102760657352215E-5	5.410276065735223E-5	-13991.749929987081	0.0	-5.930200958156768
7336000	-13995.926872996995	-4.48704377688464	-13991.439829220111	20.106242168975612	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.6661930799303686E-5	2.666193079930369E-5	-13991.439829220111	0.0	-6.874694843717565
7337000	-13995.754984625008	-4.9503818068853604	-13990.804602818122	28.746032985438855	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.2590560508610502E-5	2.2590560508610502E-5	-13990.804602818122	0.0	-7.588269123034078
