# BEAST v1.8.3
# Generated Mon Apr 25 19:05:58 EDT 2016 [seed=1461625546558]
# -window -working -options
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
2848000	-13996.036868011037	-4.216287764794322	-13991.820580246242	18.372780263852228	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.308065673538942E-5	2.308065673538942E-5	-13991.820580246242	0.0	-6.627830865289746
2849000	-13997.583858610556	-5.082614375821532	-13992.501244234734	25.81032283259364	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.6675884853781798E-5	1.6675884853781798E-5	-13992.501244234734	0.0	-7.845054408684313
2850000	-13995.401314640969	-4.54931780560476	-13990.851996835365	22.909821245520433	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.6352780267415594E-5	2.635278026741559E-5	-13990.851996835365	0.0	-6.997617405590464
2851000	-13999.245024698845	-6.186409040812041	-13993.058615658032	36.52262725035571	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.490494774211619E-5	2.490494774211619E-5	-13993.058615658032	0.0	-8.911871101324941
2852000	-13997.149601535199	-4.3669578523200165	-13992.782643682878	15.037999030948937	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.687124418476889E-5	6.687124418476889E-5	-13992.782643682878	0.0	-6.135023269454214
2853000	-13995.305512177538	-4.011270070878886	-13991.294242106658	9.094735323989536	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.35371696207851E-5	6.35371696207851E-5	-13991.294242106658	0.0	-5.558090750678409
2854000	-13996.981116978604	-5.246763013218919	-13991.734353965385	27.940956394778986	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.5445851610559738E-5	2.5445851610559738E-5	-13991.734353965385	0.0	-7.824758069487148
2855000	-13995.42289866413	-4.6491724782655925	-13990.773726185864	27.595801556281657	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.7914726310741007E-5	1.7914726310741007E-5	-13990.773726185864	0.0	-7.378860282606708
2856000	-13997.653099992825	-4.551298667392115	-13993.101801325432	18.844651020797386	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.5918982422762555E-5	5.5918982422762555E-5	-13993.101801325432	0.0	-6.521470888486054
2857000	-13997.60420753494	-4.829475167228662	-13992.77473236771	19.680006306138015	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.094304545647668E-5	4.0943045456476674E-5	-13992.77473236771	0.0	-7.0020286186537914
2858000	-13996.53515465015	-4.940721322775722	-13991.594433327375	33.39788712413829	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.149889562802099E-5	1.149889562802099E-5	-13991.594433327375	0.0	-7.988725755397606
2859000	-13996.281085875642	-4.419365572502604	-13991.861720303139	25.998802441690607	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.4086977725953494E-5	1.4086977725953494E-5	-13991.861720303139	0.0	-7.240763306078098
2860000	-13996.652528228902	-5.9797374995881745	-13990.672790729313	43.41841244570216	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.311372090856197E-5	1.3113720908561972E-5	-13990.672790729313	0.0	-9.095476149661465
2861000	-14000.206999201902	-6.03826040374122	-13994.168738798162	29.934853896822705	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.24321356800511E-5	1.24321356800511E-5	-13994.168738798162	0.0	-9.047941104047428
2862000	-13996.109772984624	-4.546565510016556	-13991.563207474608	19.1908845380502	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.538297698587724E-5	3.5382976985877244E-5	-13991.563207474608	0.0	-6.768976137453601
2863000	-13995.40448456168	-3.970074122413914	-13991.434410439268	12.880597041925451	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.6588061841023834E-5	3.6588061841023834E-5	-13991.434410439268	0.0	-5.9683766122671615
2864000	-13997.029323894365	-4.837822593950291	-13992.191501300415	20.73930156465555	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.970429233100465E-5	2.9704292331004644E-5	-13992.191501300415	0.0	-7.2014318072479115
2865000	-13995.11442432509	-3.9934223353067093	-13991.121001989783	11.351861652369507	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.8651682062666524E-5	4.865168206266653E-5	-13991.121001989783	0.0	-5.783390083980565
2866000	-13996.728807115729	-5.209507917737507	-13991.519299197991	29.04051181535957	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.5849663124676785E-5	2.5849663124676785E-5	-13991.519299197991	0.0	-7.792221120125903
2867000	-13997.091494965229	-5.918975238338483	-13991.17251972689	41.39491926974289	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.9573101998561277E-5	1.9573101998561277E-5	-13991.17251972689	0.0	-8.807770399361804
2868000	-13997.211344712969	-5.54679183200898	-13991.66455288096	31.877921800478692	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.2385156047244408E-5	2.2385156047244404E-5	-13991.66455288096	0.0	-8.253842811451662
2869000	-14000.37311907623	-5.53903826325399	-13994.834080812976	23.39855552568871	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.572127051294434E-5	1.572127051294434E-5	-13994.834080812976	0.0	-8.31955735510947
2870000	-13999.528281393037	-7.73732933966195	-13991.790952053376	53.20327817451545	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0094932577197681E-5	1.0094932577197681E-5	-13991.790952053376	0.0	-11.108302439124813
2871000	-13995.68408619193	-4.217289016561057	-13991.46679717537	14.948857897328534	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.785911682431916E-5	3.785911682431916E-5	-13991.46679717537	0.0	-6.280378743490213
2872000	-13996.726097465078	-4.105829928412234	-13992.620267536666	6.470457961822354	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	8.023159273984462E-5	8.023159273984462E-5	-13992.620267536666	0.0	-5.384923562848285
2873000	-13996.115088877717	-4.140817113047476	-13991.97427176467	6.335788032728728	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	9.641591105658041E-5	9.641591105658041E-5	-13991.97427176467	0.0	-5.305317457684323
2874000	-13997.985460243433	-4.412672631184318	-13993.57278761225	11.193514591394198	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.202507100646308E-5	5.202507100646309E-5	-13993.57278761225	0.0	-6.208528608062261
2875000	-13996.291771270486	-4.291117164735728	-13992.00065410575	14.186610581060478	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.209047546800038E-5	6.209047546800036E-5	-13992.00065410575	0.0	-6.069194276387023
2876000	-13995.050771577164	-4.294446969674048	-13990.75632460749	19.53474543976912	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.9791798378086183E-5	2.9791798378086183E-5	-13990.75632460749	0.0	-6.598842196954922
2877000	-14000.507607436188	-7.7535380486576555	-13992.75406938753	53.115424162075435	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.647737161038315E-5	1.647737161038315E-5	-13992.75406938753	0.0	-10.872980045131033
2878000	-13996.753853549215	-4.667353616760255	-13992.086499932455	20.074142533248303	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.08521514673372E-5	4.08521514673372E-5	-13992.086499932455	0.0	-6.838282859833818
2879000	-13995.634509115296	-5.01516654385221	-13990.619342571445	32.043597334525124	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.7049741848281866E-5	1.704974184828187E-5	-13990.619342571445	0.0	-7.844950652471142
2880000	-13995.60929457755	-4.184517773959092	-13991.424776803591	12.796209563469814	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.834167906381712E-5	5.834167906381712E-5	-13991.424776803591	0.0	-5.944213510648728
2881000	-13995.343799673303	-4.601898930549041	-13990.741900742754	24.823476638017492	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.296521194274855E-5	2.2965211942748546E-5	-13990.741900742754	0.0	-7.157169322516618
2882000	-13995.118565358714	-3.9547933036405842	-13991.163772055073	8.099431157405276	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.630201215754696E-5	6.630201215754696E-5	-13991.163772055073	0.0	-5.416781754718748
2883000	-14000.064849642276	-4.406027374173472	-13995.658822268102	6.714301102900115	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	8.356434875167029E-5	8.356434875167029E-5	-13995.658822268102	0.0	-5.737182448174735
2884000	-13996.48226188813	-5.164884222305214	-13991.317377665824	30.46711537346031	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.6356623080348482E-5	2.6356623080348482E-5	-13991.317377665824	0.0	-7.7539165580007365
2885000	-13995.597838461375	-4.1911057476889	-13991.406732713687	13.075500881363343	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.6426508629278274E-5	5.6426508629278274E-5	-13991.406732713687	0.0	-5.978809362740453
2886000	-13995.615827484224	-4.928140188291824	-13990.687687295931	29.155122208781062	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.2703904938929817E-5	2.270390493892982E-5	-13990.687687295931	0.0	-7.567896787139756
2887000	-13998.625352678177	-7.210449841437821	-13991.41490283674	51.73023929658811	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0028684501423122E-5	1.002868450142312E-5	-13991.41490283674	0.0	-10.562284753759052
2888000	-13995.926905595212	-5.111263274456816	-13990.815642320755	31.624036253209162	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.350871061994716E-5	2.350871061994716E-5	-13990.815642320755	0.0	-7.772252781819147
2889000	-13995.735789604701	-4.683211610333883	-13991.052577994367	23.57496822132377	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.8121538929625045E-5	2.8121538929625045E-5	-13991.052577994367	0.0	-7.1157599586915055
2890000	-14000.438262626643	-6.889461479827503	-13993.548801146815	34.95256098623471	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.63176442413353E-5	1.63176442413353E-5	-13993.548801146815	0.0	-9.841761323691777
2891000	-13996.526482042367	-4.429907030362407	-13992.096575012005	17.929030022088256	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.230980072451197E-5	5.230980072451196E-5	-13992.096575012005	0.0	-6.407309974212525
2892000	-13996.449681933133	-4.576241530190872	-13991.873440402942	21.754815596411063	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.0945471600656608E-5	2.0945471600656605E-5	-13991.873440402942	0.0	-7.127829653316855
2893000	-13998.511238182109	-5.426890120728235	-13993.08434806138	39.359061371346364	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.578102544430886E-6	7.578102544430886E-6	-13993.08434806138	0.0	-8.77129386429066
2894000	-14002.763992885635	-4.787835000426644	-13997.976157885209	10.10976792271656	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.111759861192777E-5	4.111759861192776E-5	-13997.976157885209	0.0	-6.720003976331197
2895000	-13998.361565390991	-5.052603603775391	-13993.308961787216	19.786153647768217	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.7523463790825488E-5	2.7523463790825488E-5	-13993.308961787216	0.0	-7.452456158944852
2896000	-14000.38266980033	-4.922707405089567	-13995.459962395242	2.1160866283047035	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.8705545811551484E-4	3.8705545811551484E-4	-13995.459962395242	0.0	-4.84947597833265
2897000	-13995.268396878071	-3.9830478376493215	-13991.285349040421	8.92986566386732	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.179704653489839E-5	6.179704653489838E-5	-13991.285349040421	0.0	-5.5336716934504055
2898000	-13995.838196218883	-4.361318945304616	-13991.476877273579	17.869388956472815	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.0389142343331658E-5	3.0389142343331658E-5	-13991.476877273579	0.0	-6.624731424792552
2899000	-13996.10889016999	-4.452428189340869	-13991.656461980649	17.32757491828457	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.871616162213747E-5	3.871616162213747E-5	-13991.656461980649	0.0	-6.580262587987902
2900000	-13995.158853622846	-4.339588641540826	-13990.819264981306	20.75524184433853	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.6304041902035926E-5	2.6304041902035926E-5	-13990.819264981306	0.0	-6.737452885660992
2901000	-13997.04287830584	-4.310642590042952	-13992.732235715797	13.651705488916848	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.345326268802045E-5	7.345326268802047E-5	-13992.732235715797	0.0	-5.982358170413553
2902000	-13997.619565651488	-4.7561062087381165	-13992.86345944275	18.909122057524527	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.572623823729151E-5	2.572623823729151E-5	-13992.86345944275	0.0	-7.15702078284451
2903000	-13996.851905248568	-5.355330992204106	-13991.496574256364	33.83443646940165	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.583703044849007E-5	2.583703044849007E-5	-13991.496574256364	0.0	-8.002964661117726
2904000	-13996.732077098	-4.849447506428584	-13991.882629591571	24.280634750990046	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.9757382494039982E-5	1.975738249403998E-5	-13991.882629591571	0.0	-7.4884398680424065
2905000	-13995.38564228194	-4.087423691254817	-13991.298218590686	9.616582092569722	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.203401552625402E-5	7.203401552625404E-5	-13991.298218590686	0.0	-5.597146815206667
2906000	-13999.029585836857	-4.479666232646515	-13994.549919604211	12.306141117853318	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.5079928095735193E-5	3.5079928095735193E-5	-13994.549919604211	0.0	-6.535377922985582
2907000	-13996.319389334383	-4.685305309238085	-13991.634084025145	23.556493438144464	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.0273363407728894E-5	2.0273363407728894E-5	-13991.634084025145	0.0	-7.290581595232196
2908000	-13996.858295522316	-4.044697727769138	-13992.813597794546	14.477992785858579	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.5395008605678795E-5	2.5395008605678795E-5	-13992.813597794546	0.0	-6.297682488125235
2909000	-13998.997858354593	-7.372960459900185	-13991.624897894693	59.31505079412387	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.801075894401063E-6	6.8010758944010625E-6	-13991.624897894693	0.0	-10.978269126520946
2910000	-13995.072385346546	-4.178068852557267	-13990.894316493988	15.343234971096098	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.573218311437198E-5	4.573218311437198E-5	-13990.894316493988	0.0	-6.145073591875265
2911000	-13997.859407729966	-4.68085408397011	-13993.178553645996	15.638358216148784	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.4084077260038726E-5	4.4084077260038726E-5	-13993.178553645996	0.0	-6.717189872742591
2912000	-13995.646642645308	-4.982046939437625	-13990.66459570587	31.60218609970096	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.6905615627056296E-5	1.69056156270563E-5	-13990.66459570587	0.0	-7.809526514651609
2913000	-13999.986921255284	-5.777245737692061	-13994.209675517592	44.15564042250358	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.69412608708595E-6	5.69412608708595E-6	-13994.209675517592	0.0	-9.32339115597101
2914000	-13998.4318569241	-4.176202588263267	-13994.255654335837	13.555930843103846	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4406974171885087E-5	2.4406974171885083E-5	-13994.255654335837	0.0	-6.4376235184998745
2915000	-13998.88888833328	-4.693093522612226	-13994.195794810668	14.03220544210107	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.860060422880425E-5	5.860060422880424E-5	-13994.195794810668	0.0	-6.535497630363086
2916000	-13996.348859237625	-5.040269812649155	-13991.308589424976	27.607616125264787	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.0552142202858168E-5	2.0552142202858168E-5	-13991.308589424976	0.0	-7.7162982810098315
2917000	-13997.205414636892	-4.3876781200531445	-13992.81773651684	15.92583702626405	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.458938546415666E-5	6.458938546415666E-5	-13992.81773651684	0.0	-6.199741300307114
2918000	-13995.321464581099	-3.983419121140976	-13991.338045459957	7.861991682368823	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.894116270858627E-5	6.894116270858627E-5	-13991.338045459957	0.0	-5.414385266573078
2919000	-13998.613656374782	-4.359854631323758	-13994.253801743458	3.699681934763545	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.394690192891717E-4	1.3946901928917172E-4	-13994.253801743458	0.0	-5.097761110244204
2920000	-13997.585001011232	-4.139130109030129	-13993.445870902202	7.621655097330642	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.318447198791846E-5	6.318447198791846E-5	-13993.445870902202	0.0	-5.636937531773185
2921000	-13996.826439128707	-4.286274670115598	-13992.54016445859	11.020555952811154	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.141369646664659E-5	6.141369646664659E-5	-13992.54016445859	0.0	-5.968739776501738
2922000	-13996.339608308179	-4.202325057200188	-13992.137283250979	9.239641237558137	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	8.977858799820237E-5	8.977858799820238E-5	-13992.137283250979	0.0	-5.585275997486984
2923000	-13997.899578853083	-5.7338327319043865	-13992.165746121178	33.98745463475271	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4782816261135595E-5	2.4782816261135592E-5	-13992.165746121178	0.0	-8.419076350897285
2924000	-13996.62412541086	-5.445939505301833	-13991.178185905559	37.50963621354336	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2005409709791368E-5	1.2005409709791367E-5	-13991.178185905559	0.0	-8.534578762721022
2925000	-13997.138080382048	-5.343145303146681	-13991.794935078902	36.271465291002116	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.072301591797804E-5	1.072301591797804E-5	-13991.794935078902	0.0	-8.473951435682434
2926000	-13997.798585764458	-5.215318851206077	-13992.583266913252	26.10913850908156	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.7164371158805825E-5	1.7164371158805825E-5	-13992.583266913252	0.0	-7.9730902857096195
2927000	-13995.308292252268	-4.36909234381796	-13990.939199908451	21.8739957326917	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.302876911714138E-5	2.3028769117141378E-5	-13990.939199908451	0.0	-6.86022429968938
2928000	-13996.770870191523	-4.936128112739244	-13991.834742078785	33.127123842878454	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.1122219606673664E-5	1.1122219606673662E-5	-13991.834742078785	0.0	-7.998128125968576
2929000	-13996.603165277187	-4.6516799905097574	-13991.951485286678	19.277488009596084	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.18046539957788E-5	3.18046539957788E-5	-13991.951485286678	0.0	-6.939779963264942
2930000	-13995.225056204308	-4.218679714609383	-13991.006376489699	15.724864398242715	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.557946473018595E-5	4.557946473018595E-5	-13991.006376489699	0.0	-6.2010052735894625
2931000	-13996.098019799214	-4.086607686158565	-13992.011412113055	8.333628978187503	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.832810406544078E-5	6.832810406544078E-5	-13992.011412113055	0.0	-5.566228876415713
2932000	-13998.15930287893	-5.164055606843682	-13992.995247272087	27.271786866405133	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.377759298530924E-5	1.377759298530924E-5	-13992.995247272087	0.0	-8.050558778715718
2933000	-13995.274534901195	-3.984373897090271	-13991.290161004104	11.039320387758771	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.785871853632991E-5	4.785871853632991E-5	-13991.290161004104	0.0	-5.770872189929867
2934000	-13996.860194141085	-5.108738717355297	-13991.75145542373	27.50683225411486	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.8076474706902677E-5	1.807647470690268E-5	-13991.75145542373	0.0	-7.853759029859747
2935000	-13997.630544596937	-6.1231573331625	-13991.507387263775	42.49260170556167	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.974943447138793E-5	1.974943447138793E-5	-13991.507387263775	0.0	-9.023533492706783
2936000	-14000.295731035167	-6.7620685703274095	-13993.533662464839	43.43196628232766	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.2934158680269026E-5	2.2934158680269023E-5	-13993.533662464839	0.0	-9.612048620221952
2937000	-13996.71300587806	-3.6784323924894533	-13993.034573485571	11.280508089316763	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.7510303802436593E-5	2.7510303802436593E-5	-13993.034573485571	0.0	-5.747686774669268
2938000	-13997.519443238767	-5.593098318194048	-13991.926344920574	30.539270873148325	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.1428806569978316E-5	2.142880656997832E-5	-13991.926344920574	0.0	-8.308786654258341
2939000	-13996.662340068131	-4.192075919633004	-13992.470264148498	15.543038062363085	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.65473240833186E-5	2.65473240833186E-5	-13992.470264148498	0.0	-6.461271789564714
2940000	-13994.872730426863	-4.004244096490143	-13990.868486330373	12.344241972828195	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.699609246754229E-5	4.69960924675423E-5	-13990.868486330373	0.0	-5.849683490591319
2941000	-13997.379662942456	-5.395037042857994	-13991.984625899599	30.494727487762447	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.5279404574183888E-5	1.5279404574183888E-5	-13991.984625899599	0.0	-8.27854178143803
2942000	-13995.254441169316	-3.9384571538437845	-13991.315984015473	10.362076914846718	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.859667734163364E-5	4.859667734163364E-5	-13991.315984015473	0.0	-5.683855342528529
2943000	-13997.562805123533	-4.258635806907266	-13993.304169316625	6.812583739834575	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	9.358792235650095E-5	9.358792235650093E-5	-13993.304169316625	0.0	-5.498725362264814
2944000	-13995.464637739236	-4.124424204475346	-13991.34021353476	14.14939450846019	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.841064119920624E-5	3.841064119920624E-5	-13991.34021353476	0.0	-6.149283171191721
2945000	-13996.86615472756	-4.259779874840917	-13992.60637485272	19.66264680371969	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.8249353224969928E-5	1.8249353224969928E-5	-13992.60637485272	0.0	-6.826298606168971
2946000	-13995.470984448591	-4.3946268372573805	-13991.076357611335	18.96404045648208	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.400943217175826E-5	3.4009432171758266E-5	-13991.076357611335	0.0	-6.6232445382608605
2947000	-13995.995421907512	-4.35939195440949	-13991.636029953102	16.001152691089825	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.73847025526114E-5	4.73847025526114E-5	-13991.636029953102	0.0	-6.339412888196116
2948000	-13995.355099329514	-4.648047528555281	-13990.707051800959	25.636155480260864	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.242650477362834E-5	2.242650477362834E-5	-13990.707051800959	0.0	-7.2308044805192955
2949000	-13998.405371081082	-6.9658751284561715	-13991.439495952625	51.37598316934444	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.5517092386763432E-5	1.551709238676343E-5	-13991.439495952625	0.0	-10.085148913872448
2950000	-13996.38433464855	-5.741504604009463	-13990.64283004454	41.43302883252848	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.3055754020107422E-5	1.3055754020107424E-5	-13990.64283004454	0.0	-8.834447691982264
2951000	-13997.367188785793	-5.514858886575802	-13991.852329899217	31.811869565779894	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.5318180133348306E-5	1.5318180133348306E-5	-13991.852329899217	0.0	-8.41745709435446
2952000	-13996.150441131325	-5.110170057093359	-13991.040271074233	34.98381492725686	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.263184733360777E-5	1.263184733360777E-5	-13991.040271074233	0.0	-8.133711782768168
2953000	-13996.450126869606	-4.96218891894066	-13991.487937950666	25.302775664137794	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4223066750753066E-5	2.4223066750753066E-5	-13991.487937950666	0.0	-7.515155162894276
2954000	-13996.20377148884	-4.021776956995359	-13992.181994531844	16.315520957479613	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.324115706832068E-5	2.324115706832068E-5	-13992.181994531844	0.0	-6.36808226925798
2955000	-13996.467650368828	-4.728808392769813	-13991.738841976057	22.155055351244	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.391490934938673E-5	2.3914909349386727E-5	-13991.738841976057	0.0	-7.225854061609984
2956000	-13995.160832402686	-4.372095874155128	-13990.78873652853	20.167614580328117	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.0917725157578105E-5	3.09177251575781E-5	-13990.78873652853	0.0	-6.674480112981883
2957000	-13995.911315082785	-4.215515218998863	-13991.695799863786	17.891981047578845	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.481715424616127E-5	2.481715424616127E-5	-13991.695799863786	0.0	-6.577677357890341
2958000	-13996.7813388913	-4.710258023103093	-13992.071080868196	19.924891430626936	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.747881054444404E-5	3.7478810544444046E-5	-13992.071080868196	0.0	-6.927068631684444
2959000	-13997.10698281331	-6.218062083766013	-13990.888920729543	43.97337450810231	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.4106853860702048E-5	1.4106853860702052E-5	-13990.888920729543	0.0	-9.307886771476284
2960000	-13996.879943551243	-5.823149736863331	-13991.05679381438	40.46774118125256	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2302815763429421E-5	1.2302815763429423E-5	-13991.05679381438	0.0	-8.940322803408659
2961000	-13996.600184900191	-5.692790348333143	-13990.907394551858	38.39096886544037	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.8827902377936616E-5	1.8827902377936616E-5	-13990.907394551858	0.0	-8.565525892829733
2962000	-13995.869274970175	-4.420783092345746	-13991.448491877829	19.16747104224469	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.7758012192422484E-5	2.7758012192422488E-5	-13991.448491877829	0.0	-6.764098691845703
